run_id,total_wagered,total_paid_out,total_hold,hold_pct,total_bettors,total_wins,total_losses
1,803000.0,3774850.0,-2971850.0,-370.093399750934,80300,365,79935
2,772000.0,1007730.0,-235730.0,-30.53497409326425,77200,402,76798
3,755000.0,740980.0,14020.0,1.856953642384106,75500,378,75122
4,754000.0,756370.0,-2370.0,-0.3143236074270557,75400,361,75039
5,784000.0,664910.0,119090.0,15.190051020408163,78400,373,78027
