run_id,total_wagered,total_paid_out,total_hold,hold_pct,total_bettors,total_wins,total_losses
1,798000.0,548470.0,249530.0,31.26942355889724,79800,395,79405
2,774000.0,739660.0,34340.0,4.436692506459948,77400,389,77011
3,771000.0,547610.0,223390.0,28.974059662775613,77100,354,76746
4,782000.0,1399960.0,-617960.0,-79.0230179028133,78200,355,77845
5,780000.0,580680.0,199320.0,25.553846153846155,78000,389,77611
