run_id,total_wagered,total_paid_out,total_hold,hold_pct,total_bettors
1,31700000.0,105820450.0,-74120450.0,-233.81845425867508,3170000
2,31780000.0,35422410.0,-3642410.0,-11.46132787916929,3178000
3,31700000.0,35761300.0,-4061300.0,-12.811671924290222,3170000
4,31580000.0,2248360666.0,-2216780666.0,-7019.571456618112,3158000
5,31560000.0,16201280.0,15358720.0,48.66514575411914,3156000
