run_id,total_wagered,total_paid_out,total_hold,hold_pct,total_bettors,total_wins,total_losses
1,31760000.0,27374800.0,4385200.0,13.807304785894207,3176000,3565,3172435
2,31660000.0,15732490.0,15927510.0,50.30799115603285,3166000,3390,3162610
